x,y,z,value
1.250000,1.401924,0.000000,-5.874156
2.875000,2.484456,0.000000,-5.468388
2.750000,2.700962,0.000000,-5.874391
1.125000,1.185417,0.000000,-5.467973
1.000000,1.401924,0.000000,-4.999137
3.000000,2.700962,0.000000,-4.998876
2.875000,2.917468,0.000000,-5.468004
3.000000,2.267949,0.000000,-5.000834
2.875000,2.051443,0.000000,-5.468464
1.625000,2.484456,0.000000,-6.718397
2.250000,3.133975,0.000000,-6.874649
1.500000,0.968911,0.000000,-6.498521
1.750000,0.968911,0.000000,-6.873753
3.120938,2.053788,0.000000,-4.487150
2.999323,1.835327,0.000000,-5.001971
3.121795,2.915618,0.000000,-4.483828
3.231686,1.845510,0.000000,-3.963897
3.119938,1.621353,0.000000,-4.492201
2.874043,1.618982,0.000000,-5.471790
2.987530,1.409124,0.000000,-5.048731
2.747762,1.403216,0.000000,-5.880398
2.861081,1.193454,0.000000,-5.513841
2.622307,1.186972,0.000000,-6.224026
2.750082,0.968863,0.000000,-5.875714
3.020266,0.966174,0.000000,-4.922944
2.499565,0.969162,0.000000,-6.500668
0.875000,1.185417,0.000000,-4.467968
1.000000,0.968911,0.000000,-4.999443
0.750000,1.401924,0.000000,-3.873820
0.875000,1.618430,0.000000,-4.467939
2.999466,3.124545,0.000000,-5.000804
3.228621,2.685287,0.000000,-3.978860
0.750000,0.968911,0.000000,-3.876443
1.625000,0.752405,0.000000,-6.716289
1.875000,0.767554,0.000000,-6.967865
2.627792,0.750793,0.000000,-6.213131
3.230921,3.123714,0.000000,-3.967410
3.220215,1.370294,0.000000,-4.021226
1.785243,0.526049,0.000000,-6.911793
0.875000,0.752405,0.000000,-4.467365
1.375000,3.350481,0.000000,-6.218671
1.250000,3.133975,0.000000,-5.874940
2.749911,3.132403,0.000000,-5.874494
1.125000,0.767554,0.000000,-5.467883
1.500000,2.700962,0.000000,-6.499746
1.375000,2.484456,0.000000,-6.218458
3.251731,2.264984,0.000000,-3.870318
1.250000,2.700962,0.000000,-5.874813
1.125000,2.484456,0.000000,-5.468551
1.000000,2.700962,0.000000,-4.999843
0.875000,2.484456,0.000000,-4.468544
1.000000,2.267949,0.000000,-4.999966
0.750000,2.267949,0.000000,-3.876787
